Draw Date,Main_Numbers,Bonus,Jackpot,Winners
,"[5, 7, 9, 28, 49, 51]",54,596.0,0
,"[15, 23, 43, 44, 53, 54]",58,469.0,0
,"[3, 12, 27, 29, 36, 44]",42,0.0,0
,"[3, 12, 27, 29, 36, 44]",42,0.0,0
,"[2, 12, 24, 27, 32, 56]",17,678.0,0
,"[3, 7, 32, 48, 52, 53]",17,574.0,0
,"[3, 12, 27, 29, 36, 44]",42,0.0,0
,"[5, 13, 21, 25, 29, 57]",51,523.0,1
,"[3, 12, 27, 29, 36, 44]",42,0.0,0
,"[7, 9, 16, 30, 45, 47]",28,571.0,1
,"[3, 12, 27, 29, 36, 44]",42,0.0,0
,"[6, 13, 21, 32, 39, 47]",35,329.0,1
,"[3, 4, 15, 30, 51, 57]",48,783.0,0
,"[1, 6, 24, 36, 54, 56]",57,0.0,0
,"[3, 22, 34, 40, 42, 44]",12,0.0,0
,"[3, 6, 21, 30, 41, 45]",58,0.0,0
,"[3, 26, 44, 47, 55, 56]",19,0.0,0
,"[11, 17, 22, 41, 49, 54]",4,0.0,0
,"[11, 21, 30, 35, 40, 44]",29,0.0,0
,"[13, 17, 23, 26, 28, 36]",10,0.0,0
,"[1, 5, 16, 43, 46, 52]",19,0.0,0
,"[18, 23, 35, 42, 52, 53]",38,0.0,0
,"[1, 12, 19, 25, 46, 54]",22,0.0,0
,"[6, 10, 26, 42, 52, 56]",41,0.0,0
,"[17, 18, 26, 27, 54, 56]",15,0.0,0
,"[12, 14, 23, 40, 41, 45]",56,0.0,0
,"[1, 6, 16, 17, 23, 48]",42,0.0,0
,"[5, 16, 28, 32, 54, 59]",23,0.0,0
,"[4, 13, 18, 22, 45, 48]",50,0.0,0
,"[12, 15, 27, 29, 32, 45]",23,0.0,0
,"[12, 13, 16, 22, 23, 56]",25,0.0,0
,"[26, 27, 43, 49, 58, 59]",44,0.0,0
,"[20, 32, 46, 49, 54, 57]",14,0.0,0
,"[4, 7, 10, 13, 23, 27]",37,0.0,0
,"[3, 5, 31, 34, 53, 54]",12,0.0,0
,"[4, 14, 24, 38, 47, 53]",40,0.0,0
,"[10, 18, 30, 36, 40, 41]",51,0.0,0
,"[4, 5, 17, 25, 52, 53]",42,0.0,0
,"[2, 5, 7, 13, 41, 56]",3,0.0,0
,"[1, 5, 24, 28, 33, 51]",27,0.0,0
,"[18, 26, 30, 36, 43, 53]",23,0.0,0
,"[1, 4, 5, 8, 11, 27]",35,0.0,0
,"[4, 11, 22, 36, 45, 56]",15,0.0,0
,"[8, 29, 36, 47, 49, 51]",48,0.0,0
,"[9, 20, 31, 37, 48, 52]",40,0.0,0
,"[4, 10, 13, 20, 37, 43]",51,0.0,0
,"[11, 15, 28, 34, 39, 58]",14,0.0,0
,"[20, 22, 27, 36, 51, 58]",9,0.0,0
,"[15, 20, 22, 32, 45, 51]",52,0.0,0
,"[24, 36, 45, 46, 53, 55]",32,0.0,0
,"[16, 27, 35, 45, 54, 58]",53,0.0,0
,"[4, 9, 10, 20, 27, 35]",30,0.0,0
,"[12, 20, 21, 29, 35, 44]",47,0.0,0
,"[5, 11, 15, 29, 34, 59]",38,0.0,0
,"[7, 11, 23, 40, 53, 55]",48,0.0,0
,"[14, 17, 31, 39, 44, 46]",29,0.0,0
,"[3, 14, 33, 40, 55, 58]",37,0.0,0
,"[5, 6, 21, 37, 45, 59]",14,0.0,0
,"[1, 6, 14, 20, 37, 45]",27,0.0,0
,"[7, 14, 15, 29, 37, 48]",41,0.0,0
,"[1, 7, 8, 37, 43, 53]",24,0.0,0
,"[5, 21, 26, 33, 36, 59]",20,0.0,0
,"[8, 11, 19, 23, 39, 54]",59,0.0,0
,"[1, 12, 17, 32, 34, 50]",22,0.0,0
,"[5, 22, 31, 42, 45, 56]",34,0.0,0
,"[2, 6, 17, 35, 40, 45]",42,0.0,0
,"[8, 14, 17, 23, 29, 39]",33,0.0,0
,"[13, 20, 26, 34, 35, 40]",53,0.0,0
,"[2, 18, 21, 34, 43, 52]",47,0.0,0
,"[2, 18, 22, 27, 32, 45]",19,0.0,0
,"[11, 25, 38, 39, 45, 50]",43,0.0,0
,"[3, 4, 15, 19, 24, 34]",56,0.0,0
,"[4, 24, 27, 29, 49, 56]",3,0.0,0
,"[5, 26, 27, 28, 29, 35]",1,0.0,0
,"[3, 15, 19, 27, 44, 58]",36,0.0,0
,"[3, 11, 12, 22, 41, 47]",46,0.0,0
,"[9, 15, 39, 45, 48, 53]",2,0.0,0
,"[5, 19, 29, 30, 36, 42]",17,0.0,0
,"[32, 39, 41, 44, 46, 59]",31,0.0,0
,"[2, 14, 16, 36, 37, 45]",24,0.0,0
,"[3, 29, 31, 32, 38, 47]",13,0.0,0
,"[3, 24, 25, 28, 36, 52]",22,0.0,0
,"[6, 17, 20, 30, 35, 56]",38,0.0,0
,"[5, 11, 21, 22, 33, 55]",38,0.0,0
,"[21, 23, 33, 34, 43, 53]",24,0.0,0
,"[6, 16, 24, 27, 28, 33]",45,0.0,0
,"[13, 14, 23, 39, 44, 49]",34,0.0,0
,"[4, 14, 15, 16, 42, 50]",55,0.0,0
,"[1, 9, 11, 26, 43, 59]",5,0.0,0
,"[13, 23, 29, 41, 44, 59]",6,0.0,0
,"[7, 12, 22, 45, 47, 54]",39,0.0,0
,"[16, 17, 27, 35, 40, 54]",10,0.0,0
,"[1, 15, 19, 20, 27, 48]",53,0.0,0
,"[4, 16, 39, 49, 55, 58]",52,0.0,0
,"[1, 12, 34, 36, 39, 58]",21,0.0,0
,"[2, 14, 27, 30, 34, 54]",26,0.0,0
,"[19, 20, 26, 37, 41, 43]",1,0.0,0
,"[2, 13, 23, 28, 42, 51]",6,0.0,0
,"[12, 26, 29, 33, 48, 55]",36,0.0,0
,"[14, 18, 22, 23, 27, 56]",31,0.0,0
,"[19, 30, 33, 35, 49, 54]",58,0.0,0
,"[10, 17, 36, 38, 40, 59]",24,0.0,0
,"[24, 37, 40, 42, 43, 58]",16,0.0,0
,"[3, 23, 25, 39, 40, 53]",42,0.0,0
,"[12, 15, 26, 38, 52, 53]",36,0.0,0
,"[6, 8, 21, 40, 46, 59]",44,0.0,0
,"[33, 36, 38, 53, 57, 58]",5,0.0,0
,"[2, 18, 27, 37, 54, 59]",44,0.0,0
,"[18, 22, 24, 45, 52, 58]",51,0.0,0
,"[9, 18, 38, 39, 43, 49]",46,0.0,0
,"[13, 14, 17, 23, 42, 57]",33,0.0,0
,"[6, 23, 25, 29, 49, 52]",48,0.0,0
,"[2, 15, 29, 35, 36, 57]",45,0.0,0
,"[1, 19, 30, 41, 52, 57]",39,0.0,0
,"[3, 15, 23, 30, 53, 55]",27,0.0,0
,"[14, 18, 19, 23, 33, 37]",43,0.0,0
,"[17, 25, 39, 42, 44, 52]",48,0.0,0
,"[4, 17, 31, 38, 44, 57]",6,0.0,0
,"[6, 30, 34, 36, 43, 54]",39,0.0,0
,"[6, 14, 28, 32, 35, 52]",58,0.0,0
,"[7, 10, 17, 30, 46, 47]",6,0.0,0
,"[16, 25, 32, 46, 47, 49]",54,0.0,0
,"[8, 12, 22, 40, 41, 48]",19,0.0,0
,"[3, 14, 15, 24, 27, 29]",40,0.0,0
,"[2, 18, 25, 37, 40, 49]",39,0.0,0
,"[3, 4, 6, 7, 9, 31]",52,0.0,0
,"[3, 21, 23, 52, 58, 59]",13,0.0,0
,"[1, 4, 11, 25, 34, 40]",47,0.0,0
,"[1, 2, 29, 35, 46, 54]",28,0.0,0
,"[6, 19, 40, 46, 53, 57]",55,0.0,0
,"[13, 23, 30, 42, 57, 58]",26,0.0,0
,"[8, 12, 15, 20, 23, 59]",37,0.0,0
,"[6, 11, 13, 25, 43, 50]",18,0.0,0
,"[9, 12, 15, 21, 23, 29]",20,0.0,0
,"[23, 31, 32, 34, 39, 49]",27,0.0,0
,"[6, 21, 28, 36, 47, 49]",54,0.0,0
,"[24, 31, 45, 50, 51, 52]",55,0.0,0
,"[5, 23, 25, 29, 41, 55]",43,0.0,0
,"[7, 27, 32, 40, 49, 53]",30,0.0,0
,"[4, 18, 43, 45, 48, 50]",39,0.0,0
,"[3, 18, 26, 35, 45, 53]",29,0.0,0
,"[10, 14, 38, 40, 41, 42]",44,0.0,0
,"[7, 21, 22, 33, 37, 40]",25,0.0,0
,"[4, 17, 22, 24, 41, 58]",28,0.0,0
,"[17, 18, 48, 52, 54, 59]",58,0.0,0
,"[7, 9, 13, 14, 19, 28]",43,0.0,0
,"[9, 18, 26, 39, 49, 57]",11,0.0,0
,"[10, 23, 31, 36, 47, 56]",29,0.0,0
,"[13, 15, 17, 24, 38, 56]",49,0.0,0
,"[5, 17, 26, 49, 55, 57]",18,0.0,0
,"[10, 24, 30, 32, 42, 59]",5,0.0,0
,"[12, 14, 20, 23, 34, 35]",36,0.0,0
,"[2, 15, 22, 28, 41, 42]",16,0.0,0
,"[4, 5, 18, 35, 43, 45]",24,0.0,0
,"[4, 11, 28, 29, 38, 42]",15,0.0,0
,"[7, 9, 14, 18, 37, 58]",21,0.0,0
,"[4, 33, 34, 39, 51, 54]",11,0.0,0
,"[14, 28, 41, 43, 44, 54]",10,0.0,0
,"[6, 16, 31, 37, 50, 56]",18,0.0,0
,"[24, 28, 34, 37, 48, 56]",21,0.0,0
,"[9, 14, 18, 21, 34, 45]",35,0.0,0
,"[1, 7, 8, 17, 41, 58]",19,0.0,0
,"[7, 11, 17, 20, 44, 52]",43,0.0,0
,"[11, 19, 21, 31, 48, 55]",33,0.0,0
,"[10, 26, 41, 51, 53, 57]",33,0.0,0
,"[10, 20, 33, 34, 37, 59]",40,0.0,0
,"[22, 28, 29, 43, 52, 54]",59,0.0,0
,"[5, 8, 14, 19, 29, 34]",7,0.0,0
,"[6, 8, 13, 21, 26, 37]",7,0.0,0
,"[2, 10, 19, 20, 34, 48]",40,0.0,0
,"[1, 25, 27, 30, 40, 58]",45,0.0,0
,"[5, 11, 18, 25, 48, 56]",34,0.0,0
,"[7, 33, 45, 48, 50, 58]",17,0.0,0
,"[5, 15, 28, 34, 37, 49]",43,0.0,0
,"[7, 19, 21, 31, 54, 59]",49,0.0,0
,"[6, 9, 29, 36, 46, 54]",34,0.0,0
,"[16, 29, 38, 46, 47, 52]",1,0.0,0
,"[2, 27, 30, 44, 49, 52]",24,0.0,0
,"[2, 28, 35, 39, 41, 57]",58,0.0,0
,"[28, 33, 37, 47, 49, 59]",23,0.0,0
,"[5, 19, 28, 32, 52, 59]",13,0.0,0
,"[15, 21, 22, 32, 39, 43]",13,0.0,0
,"[11, 18, 32, 34, 35, 47]",17,0.0,0
,"[9, 11, 20, 33, 35, 49]",23,0.0,0
,"[13, 27, 34, 43, 44, 54]",51,0.0,0
,"[3, 32, 42, 48, 52, 54]",21,0.0,0
,"[7, 16, 34, 37, 38, 41]",21,0.0,0
,"[10, 11, 12, 18, 26, 52]",42,0.0,0
,"[18, 19, 22, 45, 47, 50]",6,0.0,0
,"[4, 16, 39, 46, 48, 53]",57,0.0,0
,"[20, 28, 30, 39, 43, 59]",25,0.0,0
,"[7, 9, 17, 32, 46, 52]",4,0.0,0
,"[3, 4, 9, 30, 51, 53]",39,0.0,0
,"[15, 21, 24, 39, 41, 42]",50,0.0,0
,"[7, 17, 33, 43, 50, 52]",59,0.0,0
,"[2, 5, 8, 24, 29, 38]",1,0.0,0
,"[2, 21, 25, 39, 46, 50]",32,0.0,0
,"[13, 14, 29, 44, 56, 58]",19,0.0,0
,"[21, 22, 46, 54, 56, 58]",34,0.0,0
,"[5, 17, 24, 31, 33, 40]",53,0.0,0
,"[5, 8, 25, 37, 45, 57]",49,0.0,0
,"[5, 22, 27, 48, 57, 58]",6,0.0,0
,"[4, 11, 33, 44, 46, 52]",25,0.0,0
,"[4, 9, 11, 12, 31, 42]",47,0.0,0
,"[10, 14, 38, 42, 49, 55]",53,0.0,0
,"[26, 40, 47, 50, 53, 56]",35,0.0,0
,"[16, 24, 39, 43, 49, 55]",7,0.0,0
,"[11, 16, 18, 21, 37, 42]",54,0.0,0
,"[9, 17, 18, 27, 36, 47]",29,0.0,0
,"[1, 3, 29, 52, 54, 56]",9,0.0,0
,"[20, 26, 33, 42, 51, 56]",36,0.0,0
,"[5, 24, 41, 45, 46, 51]",58,0.0,0
,"[2, 8, 37, 40, 45, 56]",34,0.0,0
,"[2, 3, 25, 27, 38, 45]",6,0.0,0
,"[12, 18, 38, 40, 48, 57]",1,0.0,0
,"[4, 20, 40, 46, 52, 55]",42,0.0,0
,"[7, 11, 22, 24, 27, 44]",45,0.0,0
,"[2, 8, 33, 42, 44, 51]",4,0.0,0
,"[6, 27, 29, 30, 45, 48]",4,0.0,0
,"[4, 21, 30, 31, 43, 57]",35,0.0,0
,"[6, 16, 44, 50, 52, 56]",32,0.0,0
,"[1, 4, 24, 47, 48, 55]",18,0.0,0
,"[17, 29, 38, 39, 40, 45]",33,0.0,0
,"[36, 43, 49, 52, 57, 58]",59,0.0,0
,"[2, 8, 14, 24, 42, 59]",43,0.0,0
,"[15, 16, 29, 49, 51, 55]",52,0.0,0
,"[4, 11, 28, 29, 40, 57]",43,0.0,0
,"[15, 16, 21, 44, 45, 59]",32,0.0,0
,"[15, 20, 21, 25, 39, 46]",41,0.0,0
,"[3, 7, 10, 13, 27, 30]",51,0.0,0
,"[17, 20, 21, 36, 39, 44]",40,0.0,0
,"[4, 12, 13, 29, 34, 44]",32,0.0,0
,"[4, 23, 29, 35, 37, 38]",13,0.0,0
,"[7, 12, 21, 34, 52, 55]",25,0.0,0
,"[3, 9, 16, 23, 25, 27]",57,0.0,0
,"[32, 38, 39, 40, 55, 56]",36,0.0,0
,"[3, 19, 27, 41, 51, 56]",42,0.0,0
,"[15, 34, 36, 37, 46, 50]",8,0.0,0
,"[12, 37, 42, 44, 47, 51]",43,0.0,0
,"[4, 13, 19, 39, 43, 46]",6,0.0,0
,"[7, 12, 27, 38, 39, 49]",46,0.0,0
,"[28, 33, 40, 46, 49, 59]",5,0.0,0
,"[7, 21, 32, 37, 41, 49]",13,0.0,0
,"[2, 31, 36, 44, 46, 51]",24,0.0,0
,"[4, 12, 15, 16, 23, 57]",13,0.0,0
,"[6, 21, 28, 43, 45, 48]",20,0.0,0
,"[6, 7, 34, 38, 56, 58]",19,0.0,0
,"[1, 2, 5, 22, 33, 38]",3,0.0,0
,"[4, 17, 21, 24, 29, 35]",54,0.0,0
,"[2, 3, 28, 41, 53, 57]",23,0.0,0
,"[10, 14, 22, 24, 34, 58]",57,0.0,0
,"[2, 7, 25, 35, 36, 55]",49,0.0,0
,"[16, 23, 29, 34, 48, 55]",32,0.0,0
,"[1, 8, 9, 26, 27, 59]",4,0.0,0
,"[4, 14, 19, 26, 39, 59]",29,0.0,0
,"[5, 14, 15, 30, 41, 53]",29,0.0,0
,"[6, 11, 16, 30, 33, 46]",47,0.0,0
,"[4, 9, 20, 23, 35, 45]",50,0.0,0
,"[1, 14, 17, 19, 29, 46]",42,0.0,0
,"[6, 9, 13, 21, 27, 46]",51,0.0,0
,"[1, 5, 19, 38, 42, 44]",30,0.0,0
,"[13, 33, 36, 49, 52, 54]",19,0.0,0
,"[1, 2, 27, 30, 31, 35]",58,0.0,0
,"[4, 31, 44, 48, 51, 56]",59,0.0,0
,"[16, 25, 32, 40, 55, 56]",54,0.0,0
,"[2, 16, 17, 30, 41, 48]",52,0.0,0
,"[4, 5, 6, 13, 16, 25]",37,0.0,0
,"[5, 32, 40, 45, 58, 59]",24,0.0,0
,"[5, 21, 23, 25, 36, 50]",54,0.0,0
,"[5, 11, 18, 49, 50, 54]",30,0.0,0
,"[6, 9, 20, 24, 29, 40]",51,0.0,0
,"[2, 10, 14, 43, 46, 54]",17,0.0,0
,"[1, 3, 16, 38, 40, 42]",21,0.0,0
,"[11, 18, 30, 31, 38, 42]",44,0.0,0
,"[5, 23, 39, 42, 52, 55]",7,0.0,0
,"[11, 25, 28, 48, 55, 57]",53,0.0,0
,"[2, 10, 11, 18, 24, 41]",38,0.0,0
,"[6, 22, 26, 28, 39, 49]",40,0.0,0
,"[2, 17, 29, 35, 47, 52]",24,0.0,0
,"[4, 19, 27, 28, 42, 59]",45,0.0,0
,"[6, 7, 16, 32, 40, 57]",56,0.0,0
,"[12, 26, 27, 39, 46, 58]",15,0.0,0
,"[4, 5, 8, 30, 42, 56]",22,0.0,0
,"[4, 11, 14, 23, 39, 57]",34,0.0,0
,"[9, 26, 42, 46, 49, 51]",55,0.0,0
,"[7, 9, 23, 30, 45, 52]",47,0.0,0
,"[25, 34, 42, 43, 45, 47]",58,0.0,0
,"[3, 8, 14, 22, 30, 48]",42,0.0,0
,"[36, 41, 44, 49, 53, 58]",46,0.0,0
,"[1, 18, 25, 27, 30, 53]",14,0.0,0
,"[3, 14, 21, 36, 45, 58]",47,0.0,0
,"[1, 22, 25, 29, 45, 57]",34,0.0,0
,"[9, 18, 21, 47, 48, 59]",13,0.0,0
,"[14, 35, 36, 38, 46, 56]",27,0.0,0
,"[1, 31, 33, 39, 53, 56]",17,0.0,0
,"[5, 12, 19, 27, 28, 59]",46,0.0,0
,"[15, 17, 29, 37, 51, 56]",13,0.0,0
,"[14, 18, 37, 46, 47, 52]",54,0.0,0
,"[9, 13, 39, 42, 49, 55]",6,0.0,0
,"[2, 18, 23, 30, 35, 43]",24,0.0,0
,"[2, 9, 23, 25, 38, 39]",36,0.0,0
,"[11, 20, 29, 32, 35, 45]",28,0.0,0
,"[2, 13, 26, 27, 38, 51]",34,0.0,0
,"[2, 3, 18, 22, 40, 55]",12,0.0,0
,"[3, 9, 10, 11, 30, 41]",8,0.0,0
,"[2, 27, 38, 51, 53, 57]",1,0.0,0
,"[10, 11, 14, 51, 53, 54]",40,0.0,0
,"[4, 7, 27, 37, 40, 45]",13,0.0,0
,"[8, 10, 14, 37, 40, 51]",23,0.0,0
,"[2, 7, 10, 13, 40, 41]",38,0.0,0
,"[15, 20, 21, 28, 33, 47]",8,0.0,0
,"[9, 11, 24, 38, 43, 51]",14,0.0,0
,"[6, 13, 32, 39, 40, 48]",57,0.0,0
,"[9, 26, 29, 33, 40, 59]",53,0.0,0
,"[14, 21, 29, 31, 34, 46]",57,0.0,0
,"[5, 23, 38, 46, 48, 54]",56,0.0,0
,"[7, 8, 18, 39, 53, 58]",46,0.0,0
,"[11, 29, 40, 48, 49, 54]",18,0.0,0
,"[4, 7, 26, 29, 44, 53]",42,0.0,0
,"[1, 17, 32, 39, 49, 54]",9,0.0,0
,"[10, 12, 13, 17, 26, 43]",50,0.0,0
,"[3, 4, 13, 21, 38, 56]",37,0.0,0
,"[4, 15, 16, 29, 39, 56]",38,0.0,0
,"[2, 6, 20, 34, 39, 47]",48,0.0,0
,"[2, 4, 19, 28, 35, 39]",3,0.0,0
,"[13, 22, 26, 51, 54, 55]",35,0.0,0
,"[4, 16, 30, 40, 44, 45]",27,0.0,0
,"[19, 27, 32, 51, 53, 59]",16,0.0,0
,"[6, 8, 37, 48, 55, 58]",38,0.0,0
,"[5, 7, 30, 32, 41, 55]",46,0.0,0
,"[2, 5, 26, 29, 51, 58]",27,0.0,0
,"[13, 26, 41, 48, 53, 56]",21,0.0,0
,"[3, 7, 23, 33, 36, 39]",57,0.0,0
,"[2, 6, 16, 21, 24, 29]",51,0.0,0
,"[5, 21, 24, 51, 56, 57]",14,0.0,0
,"[2, 12, 25, 41, 48, 56]",54,0.0,0
,"[7, 14, 22, 36, 42, 48]",46,0.0,0
,"[11, 15, 43, 46, 50, 54]",56,0.0,0
,"[1, 4, 12, 30, 48, 49]",10,0.0,0
,"[2, 7, 31, 37, 38, 46]",3,0.0,0
,"[13, 21, 22, 32, 51, 56]",23,0.0,0
,"[7, 8, 10, 13, 14, 32]",37,0.0,0
,"[21, 25, 38, 40, 47, 55]",34,0.0,0
,"[10, 11, 36, 39, 47, 58]",57,0.0,0
,"[23, 29, 38, 42, 45, 50]",54,0.0,0
,"[3, 33, 39, 43, 49, 51]",30,0.0,0
,"[14, 25, 36, 37, 43, 44]",56,0.0,0
,"[5, 19, 20, 45, 50, 54]",48,0.0,0
,"[13, 17, 20, 38, 45, 53]",28,0.0,0
,"[18, 22, 24, 34, 38, 59]",30,0.0,0
,"[1, 8, 23, 24, 34, 51]",26,0.0,0
,"[9, 10, 13, 15, 27, 42]",28,0.0,0
,"[5, 9, 13, 37, 41, 51]",14,0.0,0
,"[13, 31, 41, 44, 49, 54]",33,0.0,0
,"[15, 20, 30, 33, 42, 45]",43,0.0,0
,"[9, 30, 42, 44, 54, 55]",7,0.0,0
,"[1, 4, 13, 35, 48, 54]",18,0.0,0
,"[8, 13, 16, 22, 28, 42]",58,0.0,0
,"[10, 28, 30, 32, 50, 55]",24,0.0,0
,"[13, 18, 33, 43, 46, 49]",22,0.0,0
,"[6, 11, 29, 30, 38, 47]",2,0.0,0
,"[19, 23, 25, 43, 51, 55]",28,0.0,0
,"[1, 6, 10, 30, 39, 40]",17,0.0,0
,"[6, 15, 26, 40, 47, 48]",29,0.0,0
,"[3, 21, 28, 38, 55, 58]",56,0.0,0
,"[3, 4, 9, 25, 49, 58]",24,0.0,0
,"[15, 39, 42, 46, 47, 59]",44,0.0,0
,"[3, 11, 18, 22, 35, 42]",6,0.0,0
,"[15, 17, 18, 20, 25, 35]",29,0.0,0
,"[5, 18, 30, 35, 42, 46]",8,0.0,0
,"[7, 11, 20, 23, 46, 56]",26,0.0,0
,"[20, 22, 31, 39, 41, 44]",36,0.0,0
,"[2, 16, 31, 36, 37, 53]",6,0.0,0
,"[20, 21, 42, 44, 48, 58]",3,0.0,0
,"[1, 13, 19, 32, 46, 49]",27,0.0,0
,"[17, 22, 25, 38, 47, 50]",36,0.0,0
,"[15, 16, 24, 44, 50, 55]",41,0.0,0
,"[12, 16, 40, 44, 57, 59]",54,0.0,0
,"[3, 13, 16, 28, 39, 46]",25,0.0,0
,"[22, 32, 35, 40, 53, 55]",43,0.0,0
,"[2, 8, 12, 21, 31, 37]",52,0.0,0
,"[4, 20, 26, 45, 51, 52]",40,0.0,0
,"[9, 10, 13, 26, 29, 49]",56,0.0,0
,"[14, 21, 40, 44, 50, 54]",17,0.0,0
,"[19, 21, 26, 38, 39, 50]",40,0.0,0
,"[22, 41, 45, 47, 54, 57]",18,0.0,0
,"[3, 10, 21, 37, 49, 50]",12,0.0,0
,"[8, 17, 19, 22, 33, 52]",41,0.0,0
,"[6, 32, 44, 46, 52, 57]",9,0.0,0
,"[11, 14, 15, 24, 27, 58]",25,0.0,0
,"[2, 3, 11, 47, 54, 59]",25,0.0,0
,"[2, 9, 10, 15, 32, 57]",42,0.0,0
,"[25, 34, 47, 51, 56, 58]",11,0.0,0
,"[9, 22, 27, 37, 38, 54]",55,0.0,0
,"[3, 31, 39, 46, 50, 53]",24,0.0,0
,"[9, 12, 30, 41, 54, 59]",46,0.0,0
,"[19, 29, 40, 47, 52, 56]",55,0.0,0
,"[8, 14, 22, 31, 35, 59]",28,0.0,0
,"[3, 5, 6, 18, 21, 59]",24,0.0,0
,"[18, 26, 29, 35, 43, 44]",31,0.0,0
,"[9, 10, 16, 17, 47, 59]",49,0.0,0
,"[6, 8, 21, 35, 57, 59]",48,0.0,0
,"[18, 19, 26, 28, 29, 50]",44,0.0,0
,"[7, 10, 11, 41, 49, 54]",22,0.0,0
,"[9, 27, 36, 38, 41, 46]",32,0.0,0
,"[26, 36, 42, 50, 54, 59]",39,0.0,0
,"[3, 10, 21, 23, 24, 36]",33,0.0,0
,"[20, 30, 40, 45, 52, 56]",58,0.0,0
,"[11, 15, 24, 27, 35, 59]",45,0.0,0
,"[15, 23, 24, 36, 46, 53]",43,0.0,0
,"[1, 5, 12, 22, 29, 45]",28,0.0,0
,"[12, 13, 16, 26, 40, 53]",36,0.0,0
,"[4, 6, 25, 34, 35, 36]",19,0.0,0
,"[11, 21, 27, 47, 48, 57]",8,0.0,0
,"[14, 29, 52, 55, 56, 58]",35,0.0,0
,"[14, 15, 20, 27, 36, 43]",51,0.0,0
,"[15, 16, 20, 21, 28, 46]",33,0.0,0
,"[4, 20, 21, 32, 37, 58]",39,0.0,0
,"[1, 13, 19, 36, 45, 59]",46,0.0,0
,"[31, 39, 43, 54, 56, 59]",23,0.0,0
,"[11, 17, 35, 46, 55, 56]",23,0.0,0
,"[11, 16, 25, 29, 41, 48]",58,0.0,0
,"[26, 31, 37, 48, 49, 51]",36,0.0,0
,"[1, 5, 25, 33, 51, 56]",46,0.0,0
,"[2, 8, 11, 23, 26, 56]",29,0.0,0
,"[3, 9, 20, 36, 37, 46]",35,0.0,0
,"[3, 15, 32, 37, 55, 59]",20,0.0,0
,"[4, 18, 19, 21, 24, 34]",55,0.0,0
,"[12, 18, 28, 40, 46, 49]",4,0.0,0
,"[17, 20, 32, 33, 40, 51]",55,0.0,0
,"[6, 13, 20, 25, 32, 34]",45,0.0,0
,"[8, 25, 30, 32, 39, 42]",9,0.0,0
,"[8, 17, 32, 36, 44, 46]",4,0.0,0
,"[19, 38, 46, 48, 50, 51]",17,0.0,0
,"[12, 16, 23, 42, 53, 56]",43,0.0,0
,"[3, 6, 15, 28, 47, 55]",36,0.0,0
,"[33, 39, 42, 44, 54, 56]",13,0.0,0
,"[16, 31, 33, 36, 53, 56]",13,0.0,0
,"[6, 24, 31, 37, 46, 56]",52,0.0,0
,"[22, 32, 35, 36, 41, 57]",20,0.0,0
,"[5, 8, 12, 26, 38, 53]",54,0.0,0
,"[7, 13, 22, 31, 38, 53]",56,0.0,0
,"[14, 20, 35, 36, 37, 43]",56,0.0,0
,"[19, 20, 21, 29, 42, 48]",46,0.0,0
,"[9, 21, 23, 24, 39, 46]",20,0.0,0
,"[1, 2, 24, 35, 38, 51]",15,0.0,0
,"[3, 16, 20, 22, 39, 52]",6,0.0,0
,"[7, 26, 30, 48, 54, 57]",5,0.0,0
,"[10, 12, 21, 48, 51, 57]",54,0.0,0
,"[1, 16, 18, 24, 52, 56]",39,0.0,0
,"[11, 19, 24, 37, 40, 44]",9,0.0,0
,"[4, 16, 18, 23, 30, 58]",1,0.0,0
,"[10, 11, 26, 28, 43, 44]",22,0.0,0
,"[4, 17, 35, 38, 52, 55]",51,0.0,0
,"[2, 20, 31, 35, 37, 41]",13,0.0,0
,"[30, 41, 45, 49, 51, 54]",31,0.0,0
,"[17, 18, 29, 43, 44, 52]",40,0.0,0
,"[23, 33, 34, 46, 47, 52]",17,0.0,0
,"[9, 13, 23, 47, 53, 57]",21,0.0,0
,"[3, 10, 24, 25, 32, 58]",2,0.0,0
,"[4, 21, 23, 34, 41, 57]",18,0.0,0
,"[2, 12, 13, 19, 28, 34]",14,0.0,0
,"[4, 5, 22, 27, 51, 57]",6,0.0,0
,"[9, 21, 32, 35, 46, 51]",33,0.0,0
,"[6, 9, 15, 33, 35, 39]",27,0.0,0
,"[26, 31, 40, 41, 42, 51]",3,0.0,0
,"[5, 36, 38, 39, 42, 54]",9,0.0,0
,"[4, 36, 45, 47, 48, 51]",52,0.0,0
,"[10, 12, 17, 28, 39, 56]",45,0.0,0
,"[4, 6, 10, 15, 47, 51]",23,0.0,0
,"[20, 21, 37, 39, 53, 54]",49,0.0,0
,"[26, 27, 29, 33, 38, 43]",31,0.0,0
,"[7, 20, 26, 39, 46, 47]",51,0.0,0
,"[9, 11, 49, 51, 55, 58]",24,0.0,0
,"[2, 4, 20, 37, 46, 53]",47,0.0,0
,"[1, 18, 21, 27, 50, 52]",41,0.0,0
,"[2, 9, 12, 41, 49, 50]",5,0.0,0
,"[1, 16, 28, 30, 45, 49]",51,0.0,0
,"[5, 14, 18, 26, 32, 54]",59,0.0,0
,"[11, 14, 19, 42, 46, 49]",34,0.0,0
,"[9, 18, 20, 24, 47, 54]",58,0.0,0
