draw_number,draw_date,round,tier,category,winners,prize_per_winner
2313,2018-02-21,1,3,Match 5,25,1840.0
2313,2018-02-21,1,4,Match 4,2151,137.0
2313,2018-02-21,1,5,Match 3,59830,25.0
2313,2018-02-21,1,6,Match 2,607203,0.0
2314,2018-02-24,1,1,Match 6,0,5283524.0
2314,2018-02-24,1,2,Match 5 plus Bonus,1,75943.0
2314,2018-02-24,1,3,Match 5,57,1402.0
2314,2018-02-24,1,4,Match 4,3900,132.0
2314,2018-02-24,1,5,Match 3,98619,25.0
2314,2018-02-24,1,6,Match 2,1022122,0.0
2315,2018-02-28,1,1,Match 6,1,6700919.0
2315,2018-02-28,1,2,Match 5 plus Bonus,2,21893.0
2315,2018-02-28,1,3,Match 5,67,687.0
2315,2018-02-28,1,4,Match 4,4547,65.0
2315,2018-02-28,1,5,Match 3,93986,25.0
2315,2018-02-28,1,6,Match 2,756190,0.0
2316,2018-03-03,1,1,Match 6,0,3183498.0
2316,2018-03-03,1,2,Match 5 plus Bonus,2,36350.0
2316,2018-03-03,1,3,Match 5,45,1700.0
2316,2018-03-03,1,4,Match 4,3756,131.0
2316,2018-03-03,1,5,Match 3,100737,25.0
2316,2018-03-03,1,6,Match 2,1028862,0.0
2317,2018-03-07,1,1,Match 6,0,5120878.0
2317,2018-03-07,1,2,Match 5 plus Bonus,3,14747.0
2317,2018-03-07,1,3,Match 5,35,1330.0
2317,2018-03-07,1,4,Match 4,2115,142.0
2317,2018-03-07,1,5,Match 3,55465,25.0
2317,2018-03-07,1,6,Match 2,586647,0.0
2318,2018-03-10,1,1,Match 6,1,7988062.0
2318,2018-03-10,1,2,Match 5 plus Bonus,0,0.0
2318,2018-03-10,1,3,Match 5,54,1465.0
2318,2018-03-10,1,4,Match 4,3791,134.0
2318,2018-03-10,1,5,Match 3,97443,25.0
2318,2018-03-10,1,6,Match 2,1024109,0.0
2319,2018-03-14,1,1,Match 6,0,1813255.0
2319,2018-03-14,1,2,Match 5 plus Bonus,1,41408.0
2319,2018-03-14,1,3,Match 5,31,1406.0
2319,2018-03-14,1,4,Match 4,2452,114.0
2319,2018-03-14,1,5,Match 3,59363,25.0
2319,2018-03-14,1,6,Match 2,586101,0.0
2320,2018-03-17,1,1,Match 6,0,5060421.0
2320,2018-03-17,1,2,Match 5 plus Bonus,3,24718.0
2320,2018-03-17,1,3,Match 5,100,780.0
2320,2018-03-17,1,4,Match 4,6748,74.0
2320,2018-03-17,1,5,Match 3,149824,25.0
2320,2018-03-17,1,6,Match 2,1287439,0.0
2321,2018-03-21,1,1,Match 6,0,6530267.0
2321,2018-03-21,1,2,Match 5 plus Bonus,1,44984.0
2321,2018-03-21,1,3,Match 5,31,1527.0
2321,2018-03-21,1,4,Match 4,1735,176.0
2321,2018-03-21,1,5,Match 3,43038,25.0
2321,2018-03-21,1,6,Match 2,467549,0.0
2322,2018-03-24,1,1,Match 6,1,9339858.0
2322,2018-03-24,1,2,Match 5 plus Bonus,3,25193.0
2322,2018-03-24,1,3,Match 5,78,1019.0
2322,2018-03-24,1,4,Match 4,4731,108.0
2322,2018-03-24,1,5,Match 3,115560,25.0
2322,2018-03-24,1,6,Match 2,1131085,0.0
2323,2018-03-28,1,1,Match 6,0,1855785.0
2323,2018-03-28,1,2,Match 5 plus Bonus,0,0.0
2323,2018-03-28,1,3,Match 5,30,1453.0
2323,2018-03-28,1,4,Match 4,2138,131.0
2323,2018-03-28,1,5,Match 3,60087,25.0
2323,2018-03-28,1,6,Match 2,623105,0.0
2324,2018-03-31,1,1,Match 6,0,5199304.0
2324,2018-03-31,1,2,Match 5 plus Bonus,2,38177.0
2324,2018-03-31,1,3,Match 5,104,772.0
2324,2018-03-31,1,4,Match 4,6114,84.0
2324,2018-03-31,1,5,Match 3,137455,25.0
2324,2018-03-31,1,6,Match 2,1211901,0.0
2325,2018-04-04,1,1,Match 6,0,6664434.0
2325,2018-04-04,1,2,Match 5 plus Bonus,0,0.0
2325,2018-04-04,1,3,Match 5,74,624.0
2325,2018-04-04,1,4,Match 4,3934,75.0
2325,2018-04-04,1,5,Match 3,82365,25.0
2325,2018-04-04,1,6,Match 2,711187,0.0
2326,2018-04-07,1,1,Match 6,1,9561853.0
2326,2018-04-07,1,2,Match 5 plus Bonus,0,0.0
2326,2018-04-07,1,3,Match 5,54,1478.0
2326,2018-04-07,1,4,Match 4,3188,161.0
2326,2018-04-07,1,5,Match 3,86964,25.0
2326,2018-04-07,1,6,Match 2,967506,0.0
2327,2018-04-11,1,1,Match 6,0,1795273.0
2327,2018-04-11,1,2,Match 5 plus Bonus,1,40997.0
2327,2018-04-11,1,3,Match 5,15,2877.0
2327,2018-04-11,1,4,Match 4,1513,183.0
2327,2018-04-11,1,5,Match 3,36859,25.0
2327,2018-04-11,1,6,Match 2,411379,0.0
2328,2018-04-14,1,1,Match 6,0,4933456.0
2328,2018-04-14,1,2,Match 5 plus Bonus,2,35832.0
2328,2018-04-14,1,3,Match 5,94,802.0
2328,2018-04-14,1,4,Match 4,4195,115.0
2328,2018-04-14,1,5,Match 3,91590,25.0
2328,2018-04-14,1,6,Match 2,932560,0.0
2329,2018-04-18,1,1,Match 6,0,6265709.0
2329,2018-04-18,1,2,Match 5 plus Bonus,1,41842.0
2329,2018-04-18,1,3,Match 5,35,1258.0
2329,2018-04-18,1,4,Match 4,2589,109.0
2329,2018-04-18,1,5,Match 3,62739,25.0
2329,2018-04-18,1,6,Match 2,602274,0.0
2330,2018-04-21,1,1,Match 6,0,8949271.0
2330,2018-04-21,1,2,Match 5 plus Bonus,1,72701.0
2330,2018-04-21,1,3,Match 5,134,571.0
2330,2018-04-21,1,4,Match 4,7960,62.0
2330,2018-04-21,1,5,Match 3,156417,25.0
2330,2018-04-21,1,6,Match 2,1257006,0.0
2331,2018-04-25,1,1,Match 6,0,10509160.0
2331,2018-04-25,1,2,Match 5 plus Bonus,1,47040.0
2331,2018-04-25,1,3,Match 5,35,1414.0
2331,2018-04-25,1,4,Match 4,2576,123.0
2331,2018-04-25,1,5,Match 3,63694,25.0
2331,2018-04-25,1,6,Match 2,644673,0.0
2332,2018-04-28,1,1,Match 6,0,13477493.0
2332,2018-04-28,1,2,Match 5 plus Bonus,1,79204.0
2332,2018-04-28,1,3,Match 5,77,1082.0
2332,2018-04-28,1,4,Match 4,7042,76.0
2332,2018-04-28,1,5,Match 3,143703,25.0
2332,2018-04-28,1,6,Match 2,1267781,0.0
2333,2018-05-02,1,1,Match 6,0,14638953.0
2333,2018-05-02,1,2,Match 5 plus Bonus,1,49360.0
2333,2018-05-02,1,3,Match 5,88,590.0
2333,2018-05-02,1,4,Match 4,5623,59.0
2333,2018-05-02,1,5,Match 3,106977,25.0
2333,2018-05-02,1,6,Match 2,841218,0.0
2334,2018-05-05,1,1,Match 6,0,17250153.0
2334,2018-05-05,1,2,Match 5 plus Bonus,0,0.0
2334,2018-05-05,1,3,Match 5,60,1414.0
2334,2018-05-05,1,4,Match 4,3997,136.0
2334,2018-05-05,1,5,Match 3,104548,25.0
2334,2018-05-05,1,6,Match 2,1091152,0.0
2335,2018-05-09,1,1,Match 6,0,18418082.0
2335,2018-05-09,1,2,Match 5 plus Bonus,1,49508.0
2335,2018-05-09,1,3,Match 5,32,1628.0
2335,2018-05-09,1,4,Match 4,2397,140.0
2335,2018-05-09,1,5,Match 3,62542,25.0
2335,2018-05-09,1,6,Match 2,646620,0.0
2336,2018-05-12,1,1,Match 6,1,21044592.0
2336,2018-05-12,1,2,Match 5 plus Bonus,3,27605.0
2336,2018-05-12,1,3,Match 5,119,732.0
2336,2018-05-12,1,4,Match 4,6905,81.0
2336,2018-05-12,1,5,Match 3,145565,25.0
2336,2018-05-12,1,6,Match 2,1303747,0.0
2337,2018-05-16,1,1,Match 6,0,1909658.0
2337,2018-05-16,1,2,Match 5 plus Bonus,0,0.0
2337,2018-05-16,1,3,Match 5,36,1246.0
2337,2018-05-16,1,4,Match 4,2392,121.0
2337,2018-05-16,1,5,Match 3,58056,25.0
2337,2018-05-16,1,6,Match 2,583734,0.0
2338,2018-05-19,1,1,Match 6,0,5057464.0
2338,2018-05-19,1,2,Match 5 plus Bonus,2,35942.0
2338,2018-05-19,1,3,Match 5,52,1455.0
2338,2018-05-19,1,4,Match 4,3482,140.0
2338,2018-05-19,1,5,Match 3,90265,25.0
2338,2018-05-19,1,6,Match 2,946623,0.0
2339,2018-05-23,1,1,Match 6,0,6438596.0
2339,2018-05-23,1,2,Match 5 plus Bonus,2,21479.0
2339,2018-05-23,1,3,Match 5,40,1130.0
2339,2018-05-23,1,4,Match 4,2902,100.0
2339,2018-05-23,1,5,Match 3,65750,25.0
2339,2018-05-23,1,6,Match 2,637076,0.0
2340,2018-05-26,1,1,Match 6,2,4603805.0
2340,2018-05-26,1,2,Match 5 plus Bonus,7,10664.0
2340,2018-05-26,1,3,Match 5,163,482.0
2340,2018-05-26,1,4,Match 4,8815,57.0
2340,2018-05-26,1,5,Match 3,138621,25.0
2340,2018-05-26,1,6,Match 2,1199647,0.0
2341,2018-05-30,1,1,Match 6,0,1816584.0
2341,2018-05-30,1,2,Match 5 plus Bonus,2,20742.0
2341,2018-05-30,1,3,Match 5,55,793.0
2341,2018-05-30,1,4,Match 4,3848,73.0
2341,2018-05-30,1,5,Match 3,85559,25.0
2341,2018-05-30,1,6,Match 2,724522,0.0
2342,2018-06-02,1,1,Match 6,0,5085086.0
2342,2018-06-02,1,2,Match 5 plus Bonus,0,0.0
2342,2018-06-02,1,3,Match 5,48,1600.0
2342,2018-06-02,1,4,Match 4,3000,165.0
2342,2018-06-02,1,5,Match 3,74091,25.0
2342,2018-06-02,1,6,Match 2,806216,0.0
2343,2018-06-06,1,1,Match 6,0,6501413.0
2343,2018-06-06,1,2,Match 5 plus Bonus,0,0.0
2343,2018-06-06,1,3,Match 5,32,1407.0
2343,2018-06-06,1,4,Match 4,2293,126.0
2343,2018-06-06,1,5,Match 3,59055,25.0
2343,2018-06-06,1,6,Match 2,585676,0.0
2344,2018-06-09,1,1,Match 6,0,9267495.0
2344,2018-06-09,1,2,Match 5 plus Bonus,0,0.0
2344,2018-06-09,1,3,Match 5,36,2132.0
2344,2018-06-09,1,4,Match 4,2901,170.0
2344,2018-06-09,1,5,Match 3,76462,25.0
2344,2018-06-09,1,6,Match 2,849928,0.0
2345,2018-06-13,1,1,Match 6,0,10785901.0
2345,2018-06-13,1,2,Match 5 plus Bonus,3,15364.0
2345,2018-06-13,1,3,Match 5,98,495.0
2345,2018-06-13,1,4,Match 4,4196,74.0
2345,2018-06-13,1,5,Match 3,85771,25.0
2345,2018-06-13,1,6,Match 2,720793,0.0
2346,2018-06-16,1,1,Match 6,0,13641074.0
2346,2018-06-16,1,2,Match 5 plus Bonus,2,38310.0
2346,2018-06-16,1,3,Match 5,55,1466.0
2346,2018-06-16,1,4,Match 4,4496,115.0
2346,2018-06-16,1,5,Match 3,108892,25.0
2346,2018-06-16,1,6,Match 2,1056125,0.0
2347,2018-06-20,1,1,Match 6,0,14768674.0
2347,2018-06-20,1,2,Match 5 plus Bonus,2,24293.0
2347,2018-06-20,1,3,Match 5,49,1043.0
2347,2018-06-20,1,4,Match 4,3194,103.0
2347,2018-06-20,1,5,Match 3,71922,25.0
2347,2018-06-20,1,6,Match 2,675105,0.0
2348,2018-06-23,1,1,Match 6,1,17196314.0
2348,2018-06-23,1,2,Match 5 plus Bonus,1,78275.0
2348,2018-06-23,1,3,Match 5,191,431.0
2348,2018-06-23,1,4,Match 4,9048,58.0
2348,2018-06-23,1,5,Match 3,166949,25.0
2348,2018-06-23,1,6,Match 2,1305097,0.0
2349,2018-06-27,1,1,Match 6,0,1899524.0
2349,2018-06-27,1,2,Match 5 plus Bonus,1,43378.0
2349,2018-06-27,1,3,Match 5,29,1574.0
2349,2018-06-27,1,4,Match 4,1631,180.0
2349,2018-06-27,1,5,Match 3,40598,25.0
2349,2018-06-27,1,6,Match 2,431079,0.0
2350,2018-06-30,1,1,Match 6,0,4986777.0
2350,2018-06-30,1,2,Match 5 plus Bonus,2,35251.0
2350,2018-06-30,1,3,Match 5,75,989.0
2350,2018-06-30,1,4,Match 4,4621,103.0
2350,2018-06-30,1,5,Match 3,105938,25.0
2350,2018-06-30,1,6,Match 2,997594,0.0
2351,2018-07-04,1,1,Match 6,0,6417197.0
2351,2018-07-04,1,2,Match 5 plus Bonus,0,0.0
2351,2018-07-04,1,3,Match 5,38,1193.0
2351,2018-07-04,1,4,Match 4,1997,146.0
2351,2018-07-04,1,5,Match 3,51517,25.0
2351,2018-07-04,1,6,Match 2,547266,0.0
2352,2018-07-07,1,1,Match 6,0,9056210.0
2352,2018-07-07,1,2,Match 5 plus Bonus,1,71684.0
2352,2018-07-07,1,3,Match 5,34,2219.0
2352,2018-07-07,1,4,Match 4,2947,165.0
2352,2018-07-07,1,5,Match 3,81149,25.0
2352,2018-07-07,1,6,Match 2,893821,0.0
2353,2018-07-11,1,1,Match 6,1,10596472.0
2353,2018-07-11,1,2,Match 5 plus Bonus,4,11648.0
2353,2018-07-11,1,3,Match 5,119,412.0
2353,2018-07-11,1,4,Match 4,5598,56.0
2353,2018-07-11,1,5,Match 3,103923,25.0
2353,2018-07-11,1,6,Match 2,815270,0.0
2354,2018-07-14,1,1,Match 6,0,3115342.0
2354,2018-07-14,1,2,Match 5 plus Bonus,2,35571.0
2354,2018-07-14,1,3,Match 5,82,913.0
2354,2018-07-14,1,4,Match 4,5422,89.0
2354,2018-07-14,1,5,Match 3,119574,25.0
2354,2018-07-14,1,6,Match 2,1091509,0.0
2355,2018-07-18,1,1,Match 6,0,5063895.0
2355,2018-07-18,1,2,Match 5 plus Bonus,0,0.0
2355,2018-07-18,1,3,Match 5,20,2289.0
2355,2018-07-18,1,4,Match 4,1816,162.0
2355,2018-07-18,1,5,Match 3,45676,25.0
2355,2018-07-18,1,6,Match 2,487753,0.0
2356,2018-07-21,1,1,Match 6,1,7748131.0
2356,2018-07-21,1,2,Match 5 plus Bonus,1,72716.0
2356,2018-07-21,1,3,Match 5,85,900.0
2356,2018-07-21,1,4,Match 4,6009,82.0
2356,2018-07-21,1,5,Match 3,132766,25.0
2356,2018-07-21,1,6,Match 2,1171112,0.0
2357,2018-07-25,1,1,Match 6,0,1827083.0
2357,2018-07-25,1,2,Match 5 plus Bonus,3,13908.0
2357,2018-07-25,1,3,Match 5,80,549.0
2357,2018-07-25,1,4,Match 4,4725,59.0
2357,2018-07-25,1,5,Match 3,94908,25.0
2357,2018-07-25,1,6,Match 2,730843,0.0
2358,2018-07-28,1,1,Match 6,0,4997402.0
2358,2018-07-28,1,2,Match 5 plus Bonus,2,36199.0
2358,2018-07-28,1,3,Match 5,96,793.0
2358,2018-07-28,1,4,Match 4,4678,105.0
2358,2018-07-28,1,5,Match 3,115994,25.0
2358,2018-07-28,1,6,Match 2,1075702,0.0
2359,2018-08-01,1,1,Match 6,0,6457803.0
2359,2018-08-01,1,2,Match 5 plus Bonus,1,44768.0
2359,2018-08-01,1,3,Match 5,31,1520.0
2359,2018-08-01,1,4,Match 4,2081,146.0
2359,2018-08-01,1,5,Match 3,54955,25.0
2359,2018-08-01,1,6,Match 2,582994,0.0
2360,2018-08-04,1,1,Match 6,0,9309088.0
2360,2018-08-04,1,2,Match 5 plus Bonus,1,76531.0
2360,2018-08-04,1,3,Match 5,69,1167.0
2360,2018-08-04,1,4,Match 4,5371,96.0
2360,2018-08-04,1,5,Match 3,130092,25.0
2360,2018-08-04,1,6,Match 2,1190652,0.0
2361,2018-08-08,1,1,Match 6,0,10956094.0
2361,2018-08-08,1,2,Match 5 plus Bonus,1,49030.0
2361,2018-08-08,1,3,Match 5,73,706.0
2361,2018-08-08,1,4,Match 4,4789,69.0
2361,2018-08-08,1,5,Match 3,97146,25.0
2361,2018-08-08,1,6,Match 2,815529,0.0
2362,2018-08-11,1,1,Match 6,1,13922705.0
2362,2018-08-11,1,2,Match 5 plus Bonus,2,39582.0
2362,2018-08-11,1,3,Match 5,173,481.0
2362,2018-08-11,1,4,Match 4,10451,51.0
2362,2018-08-11,1,5,Match 3,188440,25.0
2362,2018-08-11,1,6,Match 2,1441334,0.0
2363,2018-08-15,1,1,Match 6,0,1960095.0
2363,2018-08-15,1,2,Match 5 plus Bonus,0,0.0
2363,2018-08-15,1,3,Match 5,24,1919.0
2363,2018-08-15,1,4,Match 4,2109,140.0
2363,2018-08-15,1,5,Match 3,53732,25.0
2363,2018-08-15,1,6,Match 2,558416,0.0
2364,2018-08-18,1,1,Match 6,0,5188105.0
2364,2018-08-18,1,2,Match 5 plus Bonus,4,18429.0
2364,2018-08-18,1,3,Match 5,120,646.0
2364,2018-08-18,1,4,Match 4,6948,72.0
2364,2018-08-18,1,5,Match 3,149747,25.0
2364,2018-08-18,1,6,Match 2,1263862,0.0
2365,2018-08-22,1,1,Match 6,1,6685121.0
2365,2018-08-22,1,2,Match 5 plus Bonus,1,45604.0
2365,2018-08-22,1,3,Match 5,40,1200.0
2365,2018-08-22,1,4,Match 4,2951,104.0
2365,2018-08-22,1,5,Match 3,72297,25.0
2365,2018-08-22,1,6,Match 2,674147,0.0
2366,2018-08-25,1,1,Match 6,0,3187258.0
2366,2018-08-25,1,2,Match 5 plus Bonus,2,36392.0
2366,2018-08-25,1,3,Match 5,55,1393.0
2366,2018-08-25,1,4,Match 4,4096,120.0
2366,2018-08-25,1,5,Match 3,96498,25.0
2366,2018-08-25,1,6,Match 2,958379,0.0
2367,2018-08-29,1,1,Match 6,0,5055854.0
2367,2018-08-29,1,2,Match 5 plus Bonus,2,21336.0
2367,2018-08-29,1,3,Match 5,22,2041.0
2367,2018-08-29,1,4,Match 4,1706,169.0
2367,2018-08-29,1,5,Match 3,43088,25.0
2367,2018-08-29,1,6,Match 2,482054,0.0
2368,2018-09-01,1,1,Match 6,0,7852229.0
2368,2018-09-01,1,2,Match 5 plus Bonus,0,0.0
2368,2018-09-01,1,3,Match 5,47,1648.0
2368,2018-09-01,1,4,Match 4,3851,129.0
2368,2018-09-01,1,5,Match 3,99636,25.0
2368,2018-09-01,1,6,Match 2,1024066,0.0
2369,2018-09-05,1,1,Match 6,0,9394412.0
2369,2018-09-05,1,2,Match 5 plus Bonus,1,46636.0
2369,2018-09-05,1,3,Match 5,31,1583.0
2369,2018-09-05,1,4,Match 4,2770,114.0
2369,2018-09-05,1,5,Match 3,72784,25.0
2369,2018-09-05,1,6,Match 2,705133,0.0
2370,2018-09-08,1,1,Match 6,0,12308430.0
2370,2018-09-08,1,2,Match 5 plus Bonus,1,77964.0
2370,2018-09-08,1,3,Match 5,53,1548.0
2370,2018-09-08,1,4,Match 4,3528,150.0
2370,2018-09-08,1,5,Match 3,96641,25.0
2370,2018-09-08,1,6,Match 2,1022384,0.0
2371,2018-09-12,1,1,Match 6,0,13945461.0
2371,2018-09-12,1,2,Match 5 plus Bonus,0,0.0
2371,2018-09-12,1,3,Match 5,30,1674.0
2371,2018-09-12,1,4,Match 4,2402,134.0
2371,2018-09-12,1,5,Match 3,58304,25.0
2371,2018-09-12,1,6,Match 2,661038,0.0
2372,2018-09-15,1,1,Match 6,0,16447318.0
2372,2018-09-15,1,2,Match 5 plus Bonus,0,0.0
2372,2018-09-15,1,3,Match 5,37,2224.0
2372,2018-09-15,1,4,Match 4,3235,164.0
2372,2018-09-15,1,5,Match 3,76686,25.0
2372,2018-09-15,1,6,Match 2,809928,0.0
2373,2018-09-19,1,1,Match 6,0,17572057.0
2373,2018-09-19,1,2,Match 5 plus Bonus,1,48521.0
2373,2018-09-19,1,3,Match 5,47,1086.0
2373,2018-09-19,1,4,Match 4,3465,95.0
2373,2018-09-19,1,5,Match 3,83003,25.0
2373,2018-09-19,1,6,Match 2,759949,0.0
2374,2018-09-22,1,1,Match 6,0,20125455.0
2374,2018-09-22,1,2,Match 5 plus Bonus,2,40573.0
2374,2018-09-22,1,3,Match 5,89,959.0
2374,2018-09-22,1,4,Match 4,6773,81.0
2374,2018-09-22,1,5,Match 3,148592,25.0
2374,2018-09-22,1,6,Match 2,1275612,0.0
2375,2018-09-26,1,1,Match 6,0,21555697.0
2375,2018-09-26,1,2,Match 5 plus Bonus,0,0.0
2375,2018-09-26,1,3,Match 5,40,1427.0
2375,2018-09-26,1,4,Match 4,2907,126.0
2375,2018-09-26,1,5,Match 3,72116,25.0
2375,2018-09-26,1,6,Match 2,745043,0.0
2376,2018-09-29,1,1,Match 6,0,24284997.0
2376,2018-09-29,1,2,Match 5 plus Bonus,2,42582.0
2376,2018-09-29,1,3,Match 5,52,1723.0
2376,2018-09-29,1,4,Match 4,3862,149.0
2376,2018-09-29,1,5,Match 3,97713,25.0
2376,2018-09-29,1,6,Match 2,1011947,0.0
2377,2018-10-03,1,1,Match 6,0,0.0
2377,2018-10-03,1,2,Match 5 plus Bonus,3,10000008811619.0
2377,2018-10-03,1,3,Match 5,195,1750379.0
2377,2018-10-03,1,4,Match 4,9946,14048.0
2377,2018-10-03,1,5,Match 3,168591,3025.0
2377,2018-10-03,1,6,Match 2,1220360,0.0
2378,2018-10-06,1,1,Match 6,0,3377130.0
2378,2018-10-06,1,2,Match 5 plus Bonus,0,0.0
2378,2018-10-06,1,3,Match 5,85,933.0
2378,2018-10-06,1,4,Match 4,4256,120.0
2378,2018-10-06,1,5,Match 3,104008,25.0
2378,2018-10-06,1,6,Match 2,1062303,0.0
2379,2018-10-10,1,1,Match 6,0,5382585.0
2379,2018-10-10,1,2,Match 5 plus Bonus,0,0.0
2379,2018-10-10,1,3,Match 5,20,2356.0
2379,2018-10-10,1,4,Match 4,1715,177.0
2379,2018-10-10,1,5,Match 3,40475,25.0
2379,2018-10-10,1,6,Match 2,418387,0.0
2380,2018-10-13,1,1,Match 6,0,8130368.0
2380,2018-10-13,1,2,Match 5 plus Bonus,1,74168.0
2380,2018-10-13,1,3,Match 5,43,1815.0
2380,2018-10-13,1,4,Match 4,2847,176.0
2380,2018-10-13,1,5,Match 3,72245,25.0
2380,2018-10-13,1,6,Match 2,780275,0.0
2381,2018-10-17,1,1,Match 6,0,9590134.0
2381,2018-10-17,1,2,Match 5 plus Bonus,1,44754.0
2381,2018-10-17,1,3,Match 5,26,1811.0
2381,2018-10-17,1,4,Match 4,2450,124.0
2381,2018-10-17,1,5,Match 3,64514,25.0
2381,2018-10-17,1,6,Match 2,633279,0.0
2382,2018-10-20,1,1,Match 6,0,12447858.0
2382,2018-10-20,1,2,Match 5 plus Bonus,2,38339.0
2382,2018-10-20,1,3,Match 5,55,1467.0
2382,2018-10-20,1,4,Match 4,3667,141.0
2382,2018-10-20,1,5,Match 3,95861,25.0
2382,2018-10-20,1,6,Match 2,1001080,0.0
2383,2018-10-24,1,1,Match 6,0,14098451.0
2383,2018-10-24,1,2,Match 5 plus Bonus,0,0.0
2383,2018-10-24,1,3,Match 5,32,1579.0
2383,2018-10-24,1,4,Match 4,2039,159.0
2383,2018-10-24,1,5,Match 3,51506,25.0
2383,2018-10-24,1,6,Match 2,569945,0.0
2384,2018-10-27,1,1,Match 6,1,16543093.0
2384,2018-10-27,1,2,Match 5 plus Bonus,1,78663.0
2384,2018-10-27,1,3,Match 5,137,604.0
2384,2018-10-27,1,4,Match 4,7537,70.0
2384,2018-10-27,1,5,Match 3,151833,25.0
2384,2018-10-27,1,6,Match 2,1287895,0.0
2385,2018-10-31,1,1,Match 6,0,1900729.0
2385,2018-10-31,1,2,Match 5 plus Bonus,2,21703.0
2385,2018-10-31,1,3,Match 5,71,643.0
2385,2018-10-31,1,4,Match 4,4714,62.0
2385,2018-10-31,1,5,Match 3,91154,25.0
2385,2018-10-31,1,6,Match 2,741141,0.0
2386,2018-11-03,1,1,Match 6,0,5177188.0
2386,2018-11-03,1,2,Match 5 plus Bonus,1,74823.0
2386,2018-11-03,1,3,Match 5,63,1250.0
2386,2018-11-03,1,4,Match 4,3404,149.0
2386,2018-11-03,1,5,Match 3,86770,25.0
2386,2018-11-03,1,6,Match 2,902226,0.0
2387,2018-11-07,1,1,Match 6,0,6645866.0
2387,2018-11-07,1,2,Match 5 plus Bonus,0,0.0
2387,2018-11-07,1,3,Match 5,30,1542.0
2387,2018-11-07,1,4,Match 4,2405,124.0
2387,2018-11-07,1,5,Match 3,65230,25.0
2387,2018-11-07,1,6,Match 2,658758,0.0
2388,2018-11-10,1,1,Match 6,4,2358426.0
2388,2018-11-10,1,2,Match 5 plus Bonus,2,37541.0
2388,2018-11-10,1,3,Match 5,176,449.0
2388,2018-11-10,1,4,Match 4,9436,54.0
2388,2018-11-10,1,5,Match 3,171380,25.0
2388,2018-11-10,1,6,Match 2,1346150,0.0
2389,2018-11-14,1,1,Match 6,0,1928401.0
2389,2018-11-14,1,2,Match 5 plus Bonus,0,0.0
2389,2018-11-14,1,3,Match 5,35,1294.0
2389,2018-11-14,1,4,Match 4,2474,118.0
2389,2018-11-14,1,5,Match 3,61351,25.0
2389,2018-11-14,1,6,Match 2,621760,0.0
2390,2018-11-17,1,1,Match 6,2,2627216.0
2390,2018-11-17,1,2,Match 5 plus Bonus,3,25318.0
2390,2018-11-17,1,3,Match 5,199,401.0
2390,2018-11-17,1,4,Match 4,12884,40.0
2390,2018-11-17,1,5,Match 3,217620,25.0
2390,2018-11-17,1,6,Match 2,1515914,0.0
2391,2018-11-21,1,1,Match 6,0,2000000.0
2391,2018-11-21,1,2,Match 5 plus Bonus,0,1000000.0
2391,2018-11-21,1,3,Match 5,25,1750.0
2391,2018-11-21,1,4,Match 4,2020,140.0
2391,2018-11-21,1,5,Match 3,49657,30.0
2391,2018-11-21,1,6,Match 2,514019,0.0
2392,2018-11-24,1,1,Match 6,1,4084955.0
2392,2018-11-24,1,2,Match 5 plus Bonus,1,1000000.0
2392,2018-11-24,1,3,Match 5,64,1750.0
2392,2018-11-24,1,4,Match 4,4315,140.0
2392,2018-11-24,1,5,Match 3,108497,30.0
2392,2018-11-24,1,6,Match 2,1060882,0.0
2393,2018-11-28,1,1,Match 6,0,2000000.0
2393,2018-11-28,1,2,Match 5 plus Bonus,3,1000000.0
2393,2018-11-28,1,3,Match 5,26,1750.0
2393,2018-11-28,1,4,Match 4,1780,140.0
2393,2018-11-28,1,5,Match 3,42719,30.0
2393,2018-11-28,1,6,Match 2,452967,0.0
2394,2018-12-01,1,1,Match 6,0,4090254.0
2394,2018-12-01,1,2,Match 5 plus Bonus,0,1000000.0
2394,2018-12-01,1,3,Match 5,189,1750.0
2394,2018-12-01,1,4,Match 4,11196,140.0
2394,2018-12-01,1,5,Match 3,194358,30.0
2394,2018-12-01,1,6,Match 2,1391805,0.0
2395,2018-12-05,1,1,Match 6,0,5411352.0
2395,2018-12-05,1,2,Match 5 plus Bonus,0,1000000.0
2395,2018-12-05,1,3,Match 5,44,1750.0
2395,2018-12-05,1,4,Match 4,3414,140.0
2395,2018-12-05,1,5,Match 3,77636,30.0
2395,2018-12-05,1,6,Match 2,704219,0.0
2396,2018-12-08,1,1,Match 6,2,3807614.0
2396,2018-12-08,1,2,Match 5 plus Bonus,5,1000000.0
2396,2018-12-08,1,3,Match 5,85,1750.0
2396,2018-12-08,1,4,Match 4,5703,140.0
2396,2018-12-08,1,5,Match 3,122165,30.0
2396,2018-12-08,1,6,Match 2,1110071,0.0
2397,2018-12-12,1,1,Match 6,0,2000000.0
2397,2018-12-12,1,2,Match 5 plus Bonus,0,1000000.0
2397,2018-12-12,1,3,Match 5,26,1750.0
2397,2018-12-12,1,4,Match 4,1716,140.0
2397,2018-12-12,1,5,Match 3,46615,30.0
2397,2018-12-12,1,6,Match 2,512272,0.0
2398,2018-12-15,1,1,Match 6,0,4057861.0
2398,2018-12-15,1,2,Match 5 plus Bonus,1,1000000.0
2398,2018-12-15,1,3,Match 5,79,1750.0
